0 0.00111882 0.0220055 0.0585166 0.498046 0.486213
1 0.00145183 0.0663513 -0.031829 0.497292 0.486213
2 -0.000772129 0.0815677 -0.136205 0.487397 0.486213
3 -0.00567601 0.101673 -0.237241 0.46669 0.486213
4 -0.0131787 0.131065 -0.33278 0.43604 0.486213
5 -0.0231958 0.169664 -0.422715 0.396263 0.486213
6 -0.0356577 0.216837 -0.506933 0.348 0.486213
7 -0.0505047 0.27194 -0.585131 0.291835 0.486213
8 -0.0676803 0.33433 -0.656873 0.228371 0.486213
9 -0.0871291 0.403334 -0.721668 0.158258 0.486213
10 -0.108793 0.478236 -0.779026 0.0822046 0.486213
11 -0.132612 0.558289 -0.828509 0.000942984 0.486213
12 -0.158522 0.642719 -0.869722 -0.0847518 0.486213
13 -0.186458 0.730705 -0.902298 -0.174036 0.486213
14 -0.216347 0.821377 -0.925961 -0.266032 0.486213
15 -0.248112 0.91385 -0.940522 -0.359852 0.486213
16 -0.281677 1.00724 -0.945878 -0.454611 0.486213
17 -0.316957 1.10066 -0.942 -0.549407 0.486213
18 -0.353863 1.1932 -0.928927 -0.643314 0.486213
19 -0.39231 1.28396 -0.906795 -0.735418 0.486213
20 -0.4322 1.37206 -0.875829 -0.824815 0.486213
21 -0.473434 1.45665 -0.836361 -0.910665 0.486213
22 -0.515915 1.53695 -0.78878 -0.992192 0.486213
23 -0.559537 1.61217 -0.733525 -1.06857 0.486213
24 -0.604197 1.68156 -0.671134 -1.13903 0.486213
25 -0.649783 1.74446 -0.602235 -1.20291 0.486213
26 -0.696187 1.80028 -0.527506 -1.25963 0.486213
27 -0.743294 1.8485 -0.447656 -1.30868 0.486213
28 -0.790993 1.88863 -0.363439 -1.3495 0.486213
29 -0.839165 1.92026 -0.275698 -1.38171 0.486213
30 -0.887696 1.94314 -0.185292 -1.40506 0.486213
31 -0.936467 1.95704 -0.0930673 -1.41933 0.486213
32 -0.985362 1.96181 8.60172e-05 -1.42434 0.486213
33 -1.03426 1.95739 0.0932575 -1.42004 0.486213
34 -1.08305 1.94384 0.185536 -1.40647 0.486213
35 -1.1316 1.92131 0.276033 -1.38382 0.486213
36 -1.1798 1.89003 0.363901 -1.35231 0.486213
37 -1.22754 1.85024 0.448282 -1.31217 0.486213
38 -1.2747 1.80235 0.528336 -1.2638 0.486213
39 -1.32117 1.74685 0.603307 -1.20774 0.486213
40 -1.36682 1.68428 0.672487 -1.14452 0.486213
41 -1.41156 1.6152 0.735202 -1.07469 0.486213
42 -1.45528 1.54028 0.790826 -0.998933 0.486213
43 -1.49786 1.46027 0.838821 -0.918004 0.486213
44 -1.53921 1.37596 0.878753 -0.832732 0.486213
45 -1.57923 1.28812 0.910234 -0.743887 0.486213
46 -1.61782 1.19761 0.932944 -0.652322 0.486213
47 -1.65488 1.10529 0.946669 -0.558929 0.486213
48 -1.69033 1.01207 0.95126 -0.464595 0.486213
49 -1.72408 0.918863 0.946694 -0.370269 0.486213
50 -1.75606 0.826549 0.933024 -0.276858 0.486213
51 -1.78617 0.736004 0.910363 -0.185232 0.486213
52 -1.81436 0.648108 0.878924 -0.0962756 0.486213
53 -1.84055 0.563723 0.839012 -0.0108617 0.486213
54 -1.86468 0.483662 0.791032 0.0701696 0.486213
55 -1.88669 0.408681 0.735438 0.146056 0.486213
56 -1.90653 0.339502 0.672748 0.216074 0.486213
57 -1.92415 0.276803 0.603573 0.27954 0.486213
58 -1.93951 0.22119 0.528587 0.335835 0.486213
59 -1.95257 0.173195 0.448516 0.384419 0.486213
60 -1.9633 0.133274 0.364121 0.424827 0.486213
61 -1.97167 0.101819 0.276214 0.456669 0.486213
62 -1.97766 0.0791332 0.185649 0.479636 0.486213
63 -1.98127 0.0654316 0.0932983 0.493507 0.486213
64 -1.98247 0.0608474 4.81096e-05 0.498149 0.486213
65 -1.98127 0.0654268 -0.0932021 0.493516 0.486213
66 -1.97767 0.0791236 -0.185553 0.479655 0.486213
67 -1.97168 0.101804 -0.276119 0.456697 0.486213
68 -1.96331 0.133255 -0.364026 0.424864 0.486213
69 -1.95258 0.173171 -0.448421 0.384465 0.486213
70 -1.93953 0.221162 -0.528492 0.335892 0.486213
71 -1.92417 0.276769 -0.60348 0.279605 0.486213
72 -1.90655 0.339463 -0.672656 0.216149 0.486213
73 -1.88672 0.408637 -0.735347 0.14614 0.486213
74 -1.86471 0.483613 -0.790942 0.0702647 0.486213
75 -1.84058 0.563669 -0.838923 -0.0107577 0.486213
76 -1.81439 0.648048 -0.878838 -0.0961607 0.486213
77 -1.78621 0.735936 -0.910278 -0.185105 0.486213
78 -1.75609 0.826479 -0.932947 -0.276729 0.486213
79 -1.72412 0.918802 -0.946622 -0.370145 0.486213
80 -1.69037 1.012 -0.951173 -0.46444 0.486213
81 -1.65492 1.1052 -0.946582 -0.558745 0.486213
82 -1.61786 1.19751 -0.932874 -0.652141 0.486213
83 -1.57928 1.28802 -0.910169 -0.743706 0.486213
84 -1.53926 1.37586 -0.878688 -0.832537 0.486213
85 -1.49792 1.46017 -0.838758 -0.917801 0.486213
86 -1.45533 1.54017 -0.790762 -0.998708 0.486213
87 -1.41162 1.61507 -0.735144 -1.07445 0.486213
88 -1.36689 1.68415 -0.672442 -1.14427 0.486213
89 -1.32123 1.74672 -0.603265 -1.20749 0.486213
90 -1.27477 1.80221 -0.528297 -1.26353 0.486213
91 -1.22762 1.85009 -0.448249 -1.31189 0.486213
92 -1.17988 1.88987 -0.363874 -1.35201 0.486213
93 -1.13168 1.92115 -0.276013 -1.3835 0.486213
94 -1.08313 1.94367 -0.185524 -1.40614 0.486213
95 -1.03435 1.95721 -0.0932538 -1.41969 0.486213
96 -0.985458 1.96162 -9.14696e-05 -1.42398 0.486213
97 -0.936568 1.95685 0.0930518 -1.41895 0.486213
98 -0.887801 1.94293 0.185266 -1.40466 0.486213
99 -0.839276 1.92005 0.275659 -1.38129 0.486213
100 -0.791109 1.88841 0.363387 -1.34907 0.486213
101 -0.743417 1.84827 0.447588 -1.30822 0.486213
102 -0.696315 1.80003 0.527422 -1.25915 0.486213
103 -0.649918 1.7442 0.602132 -1.2024 0.486213
104 -0.604339 1.68129 0.671009 -1.13849 0.486213
105 -0.559687 1.61189 0.733376 -1.06801 0.486213
106 -0.516074 1.53665 0.788603 -0.991599 0.486213
107 -0.473602 1.45634 0.836151 -0.910037 0.486213
108 -0.432377 1.37174 0.875582 -0.824151 0.486213
109 -0.392497 1.28362 0.906502 -0.734711 0.486213
110 -0.354063 1.19284 0.928586 -0.642573 0.486213
111 -0.317168 1.10028 0.941612 -0.548629 0.486213
112 -0.281903 1.00684 0.945419 -0.45377 0.486213
113 -0.248354 0.913421 0.939972 -0.358943 0.486213
114 -0.216608 0.820928 0.925309 -0.26506 0.486213
115 -0.18674 0.730232 0.90152 -0.172989 0.486213
116 -0.158829 0.642222 0.868787 -0.08362 0.486213
117 -0.132947 0.557766 0.827376 0.00217307 0.486213
118 -0.109162 0.47769 0.777631 0.0835514 0.486213
119 -0.0875389 0.402775 0.719921 0.159743 0.486213
120 -0.0681417 0.333779 0.654657 0.230008 0.486213
121 -0.0510299 0.271426 0.582253 0.293655 0.486213
122 -0.0362661 0.216426 0.503086 0.350032 0.486213
123 -0.0239158 0.169473 0.417417 0.398521 0.486213
124 -0.0140539 0.131232 0.325299 0.438479 0.486213
125 -0.00677069 0.101836 0.226808 0.469094 0.486213
126 -0.00215307 0.0770431 0.124308 0.489306 0.486213
127 -8.36251e-05 0.0237656 0.0367989 0.499041 0.486213
128 0.00316705 0.129423 0.0372991 0.490929 0.486213
129 0.00246956 0.128736 -0.0773327 0.488723 0.486213
130 -0.00114916 0.138965 -0.17642 0.474782 0.486213
131 -0.00742548 0.160127 -0.268475 0.45114 0.486213
132 -0.0162449 0.191047 -0.355201 0.418667 0.486213
133 -0.027534 0.230725 -0.436787 0.377992 0.486213
134 -0.041233 0.278366 -0.512991 0.329677 0.486213
135 -0.0572882 0.333287 -0.583407 0.274278 0.486213
136 -0.0756444 0.394824 -0.647563 0.212388 0.486213
137 -0.0962464 0.4623 -0.704982 0.144639 0.486213
138 -0.119036 0.535012 -0.755217 0.071705 0.486213
139 -0.143953 0.612227 -0.797867 -0.00570696 0.486213
140 -0.17093 0.693192 -0.832572 -0.0868455 0.486213
141 -0.199899 0.777105 -0.859029 -0.170911 0.486213
142 -0.230787 0.863144 -0.877023 -0.257093 0.486213
143 -0.263517 0.950473 -0.886408 -0.344559 0.486213
144 -0.298004 1.03825 -0.887125 -0.432472 0.486213
145 -0.334168 1.12563 -0.879176 -0.519993 0.486213
146 -0.371918 1.21176 -0.862646 -0.606265 0.486213
147 -0.41116 1.29582 -0.837709 -0.690453 0.486213
148 -0.4518 1.37698 -0.80462 -0.771743 0.486213
149 -0.493739 1.45447 -0.763719 -0.849379 0.486213
150 -0.536872 1.52756 -0.715396 -0.922613 0.486213
151 -0.581097 1.59552 -0.660111 -0.990717 0.486213
152 -0.626305 1.6577 -0.598417 -1.05304 0.486213
153 -0.672389 1.7135 -0.530918 -1.10898 0.486213
154 -0.719233 1.7624 -0.45827 -1.15804 0.486213
155 -0.766726 1.80393 -0.381162 -1.19972 0.486213
156 -0.814753 1.83766 -0.300345 -1.2336 0.486213
157 -0.863196 1.86328 -0.216618 -1.25937 0.486213
158 -0.91194 1.88057 -0.130782 -1.27682 0.486213
159 -0.960866 1.88934 -0.0436543 -1.28575 0.486213
160 -1.00986 1.88951 0.0439175 -1.28608 0.486213
161 -1.05879 1.88107 0.13108 -1.2778 0.486213
162 -1.10755 1.86411 0.216987 -1.26099 0.486213
163 -1.15602 1.83881 0.30082 -1.23587 0.486213
164 -1.20409 1.80541 0.381779 -1.20263 0.486213
165 -1.25162 1.7642 0.459067 -1.16157 0.486213
166 -1.29852 1.71561 0.531931 -1.11314 0.486213
167 -1.34467 1.66011 0.599684 -1.0578 0.486213
168 -1.38996 1.59823 0.661674 -0.996072 0.486213
169 -1.43427 1.53055 0.717296 -0.928545 0.486213
170 -1.4775 1.45773 0.766 -0.855868 0.486213
171 -1.51954 1.3805 0.807328 -0.778774 0.486213
172 -1.5603 1.29958 0.840895 -0.698004 0.486213
173 -1.59968 1.21575 0.866363 -0.614312 0.486213
174 -1.63758 1.12982 0.883488 -0.528518 0.486213
175 -1.67391 1.04261 0.892099 -0.441439 0.486213
176 -1.70857 0.954986 0.89211 -0.35393 0.486213
177 -1.7415 0.867781 0.883538 -0.266842 0.486213
178 -1.7726 0.781829 0.866457 -0.181003 0.486213
179 -1.80181 0.697959 0.84103 -0.0972388 0.486213
180 -1.82905 0.616983 0.807492 -0.0163561 0.486213
181 -1.85426 0.539687 0.76618 0.0608529 0.486213
182 -1.87737 0.466812 0.717496 0.133643 0.486213
183 -1.89834 0.399052 0.661897 0.201325 0.486213
184 -1.9171 0.337066 0.599918 0.263243 0.486213
185 -1.93362 0.281455 0.532157 0.318796 0.486213
186 -1.94786 0.232757 0.459274 0.367446 0.486213
187 -1.95977 0.191432 0.381969 0.408727 0.486213
188 -1.96934 0.157884 0.300981 0.442242 0.486213
189 -1.97654 0.132437 0.217093 0.467665 0.486213
190 -1.98135 0.115333 0.131117 0.484753 0.486213
191 -1.98375 0.106737 0.0438774 0.493341 0.486213
192 -1.98375 0.106735 -0.0437849 0.493345 0.486213
193 -1.98135 0.115326 -0.131024 0.484766 0.486213
194 -1.97654 0.132425 -0.217001 0.467687 0.486213
195 -1.96935 0.157867 -0.300889 0.442272 0.486213
196 -1.95979 0.191411 -0.381877 0.408766 0.486213
197 -1.94787 0.232731 -0.459183 0.367493 0.486213
198 -1.93364 0.281427 -0.532068 0.318851 0.486213
199 -1.91712 0.337031 -0.599829 0.263308 0.486213
200 -1.89836 0.399011 -0.661809 0.201399 0.486213
201 -1.8774 0.466767 -0.717409 0.133727 0.486213
202 -1.85429 0.539639 -0.766095 0.0609439 0.486213
203 -1.82908 0.616928 -0.80741 -0.0162552 0.486213
204 -1.80184 0.697898 -0.840948 -0.0971277 0.486213
205 -1.77264 0.781763 -0.86638 -0.180883 0.486213
206 -1.74154 0.867714 -0.883465 -0.26672 0.486213
207 -1.70861 0.95492 -0.892034 -0.353798 0.486213
208 -1.67395 1.04253 -0.892016 -0.441284 0.486213
209 -1.63762 1.12973 -0.883416 -0.528352 0.486213
210 -1.59973 1.21565 -0.866298 -0.614144 0.486213
211 -1.56036 1.29948 -0.840832 -0.697827 0.486213
212 -1.5196 1.3804 -0.807268 -0.778588 0.486213
213 -1.47755 1.45763 -0.765942 -0.855672 0.486213
214 -1.43433 1.53043 -0.71724 -0.928328 0.486213
215 -1.39002 1.5981 -0.661627 -0.995844 0.486213
216 -1.34474 1.65999 -0.599644 -1.05757 0.486213
217 -1.29859 1.71548 -0.531894 -1.11289 0.486213
218 -1.2517 1.76406 -0.459035 -1.16132 0.486213
219 -1.20416 1.80526 -0.381753 -1.20235 0.486213
220 -1.1561 1.83866 -0.300801 -1.23558 0.486213
221 -1.10764 1.86395 -0.216975 -1.2607 0.486213
222 -1.05888 1.8809 -0.131077 -1.27748 0.486213
223 -1.00995 1.88933 -0.0439225 -1.28575 0.486213
224 -0.960964 1.88916 0.0436396 -1.28541 0.486213
225 -0.912043 1.88038 0.130757 -1.27646 0.486213
226 -0.863304 1.86308 0.216581 -1.25899 0.486213
227 -0.814866 1.83745 0.300295 -1.2332 0.486213
228 -0.766845 1.80371 0.381098 -1.1993 0.486213
229 -0.719358 1.76218 0.45819 -1.1576 0.486213
230 -0.672519 1.71327 0.53082 -1.10852 0.486213
231 -0.626444 1.65745 0.598297 -1.05256 0.486213
232 -0.581242 1.59526 0.659969 -0.990213 0.486213
233 -0.537025 1.52729 0.715228 -0.922081 0.486213
234 -0.4939 1.45419 0.763522 -0.848815 0.486213
235 -0.451972 1.37668 0.804388 -0.771151 0.486213
236 -0.411342 1.29551 0.837438 -0.689829 0.486213
237 -0.372111 1.21144 0.862328 -0.605604 0.486213
238 -0.334373 1.1253 0.878809 -0.5193 0.486213
239 -0.298222 1.0379 0.886699 -0.431734 0.486213
240 -0.263749 0.950105 0.885903 -0.343762 0.486213
241 -0.231037 0.862766 0.876427 -0.256244 0.486213
242 -0.200169 0.776716 0.858323 -0.170003 0.486213
243 -0.171222 0.692794 0.83173 -0.0858695 0.486213
244 -0.14427 0.611826 0.796855 -0.0046547 0.486213
245 -0.119383 0.534614 0.753989 0.0728443 0.486213
246 -0.0966301 0.461927 0.703471 0.145876 0.486213
247 -0.0760716 0.394505 0.645677 0.213733 0.486213
248 -0.0577692 0.333075 0.581015 0.275742 0.486213
249 -0.0417819 0.278352 0.509887 0.331268 0.486213
250 -0.0281712 0.231083 0.432649 0.379708 0.486213
251 -0.0170012 0.192097 0.349484 0.42048 0.486213
252 -0.00835115 0.162422 0.260129 0.452976 0.486213
253 -0.00234132 0.143193 0.162811 0.476494 0.486213
254 0.000758884 0.134015 0.0490185 0.489819 0.486213
255 3.27319e-12 0.12955 0.0433136 0.49067 0.486213
256 0.0100158 0.277181 0.029592 0.461148 0.486213
257 0.00965231 0.24692 -0.041683 0.468647 0.486213
258 0.00691005 0.242661 -0.121461 0.463181 0.486213
259 0.00166534 0.252943 -0.201012 0.447807 0.486213
260 -0.00607533 0.273918 -0.278058 0.423826 0.486213
261 -0.0162791 0.303807 -0.351636 0.392027 0.486213
262 -0.0289037 0.341537 -0.421092 0.353017 0.486213
263 -0.0439064 0.386309 -0.485871 0.307347 0.486213
264 -0.0612372 0.437436 -0.545451 0.255566 0.486213
265 -0.0808475 0.494268 -0.599352 0.198239 0.486213
266 -0.102681 0.556158 -0.647121 0.135961 0.486213
267 -0.12668 0.622443 -0.68836 0.0693628 0.486213
268 -0.152782 0.692441 -0.722718 -0.000897918 0.486213
269 -0.180919 0.765449 -0.749902 -0.074132 0.486213
270 -0.211021 0.840738 -0.769675 -0.14962 0.486213
271 -0.243012 0.917571 -0.781874 -0.226632 0.486213
272 -0.276812 0.995193 -0.786403 -0.30442 0.486213
273 -0.312339 1.07285 -0.783236 -0.382234 0.486213
274 -0.349505 1.14979 -0.772416 -0.459325 0.486213
275 -0.388217 1.22527 -0.754058 -0.534944 0.486213
276 -0.428383 1.29855 -0.728351 -0.608362 0.486213
277 -0.469903 1.36892 -0.695555 -0.678875 0.486213
278 -0.512678 1.43572 -0.655992 -0.745808 0.486213
279 -0.556602 1.49829 -0.610049 -0.808512 0.486213
280 -0.601569 1.55602 -0.558171 -0.86638 0.486213
281 -0.647468 1.60837 -0.500873 -0.918859 0.486213
282 -0.694192 1.65482 -0.438704 -0.965448 0.486213
283 -0.741622 1.69494 -0.372275 -1.0057 0.486213
284 -0.78965 1.72833 -0.30222 -1.03922 0.486213
285 -0.838153 1.75467 -0.229226 -1.0657 0.486213
286 -0.887017 1.77371 -0.153996 -1.08488 0.486213
287 -0.936124 1.78527 -0.0772594 -1.09657 0.486213
288 -0.985354 1.78923 0.000245154 -1.10068 0.486213
289 -1.03459 1.78556 0.0777666 -1.09714 0.486213
290 -1.08371 1.7743 0.154555 -1.08602 0.486213
291 -1.13259 1.75555 0.229869 -1.06741 0.486213
292 -1.18113 1.7295 0.302983 -1.04149 0.486213
293 -1.2292 1.6964 0.373193 -1.00852 0.486213
294 -1.27668 1.65656 0.439815 -0.968812 0.486213
295 -1.32346 1.61037 0.50221 -0.922758 0.486213
296 -1.36943 1.55829 0.559774 -0.8708 0.486213
297 -1.41448 1.5008 0.611956 -0.813439 0.486213
298 -1.45849 1.43846 0.658244 -0.751224 0.486213
299 -1.50137 1.37188 0.698196 -0.684763 0.486213
300 -1.543 1.3017 0.731428 -0.614701 0.486213
301 -1.58329 1.22859 0.757617 -0.54171 0.486213
302 -1.62214 1.15326 0.776513 -0.466495 0.486213
303 -1.65946 1.07644 0.787929 -0.389778 0.486213
304 -1.69515 0.998864 0.791756 -0.312304 0.486213
305 -1.72914 0.921285 0.787957 -0.234821 0.486213
